174,Château Haut-Surget Red Bordeaux Blend Lalande de Pomerol,France,"Bordeaux (-0.434217, 44.966195)",Château Haut-Surget,Bordeaux Blend,29.99,2005,Red Wine,3.5,3.714285714,88
175,Frederic Magnien Latricieres Chambertin,France,"Burgundy (4.828234, 46.839000)",Frédéric Magnien,Pinot Noir,196.62,2005,Red Wine,4,2,90
176,Mas de Gourgonnier Red Rhone Blend les Baux-de-Provence,France,"Provence (6.267443, 43.581821)",Mas de Gourgonnier,Bordeaux Blend,16.99,2007,Red Wine,3,3.214285714,89
177,Gérard Bertrand White Blend,France,"Languedoc-Roussillon (3.234202, 43.537080)",Gérard Bertrand,Viognier,46.21,2005,Red Wine,3.5,3.583333333,88.5
178,Domaine la Lorentine Red Rhone Blend Lirac,France,"Rhône (4.905138, 45.152446)",Domaine la Lorentine,Rhône Blend,18.91,2003,Red Wine,3.5,3,85
179,Domaine Grand Veneur Red Rhone Blend Lirac Clos de Sixte,France,"Rhône (4.905138, 45.152446)",Domaine Grand Veneur,Grenache,27.99,2009,Red Wine,4,4.5,91.5
180,Roger Sabon Lirac Chapelle de Maillac,France,"Rhône (4.905138, 45.152446)",Roger Sabon & Fils,Rhône Blend,239.72,2004,Red Wine,4,4,95
181,Château Mont-Redon Red Rhone Blend Châteauneuf-du-Pape,France,"Rhône (4.905138, 45.152446)",Château Mont-Redon,Rhône Blend,27.22,2003,Red Wine,3.5,4.25,87
182,Bonny Doon Vineyard Syrah Central Coast le Pousseur,France,"South West (1.685129, 43.910241)",Bonny Doon Vineyard,Tannat,22.99,2008,Red Wine,3,1.5,88
183,Château Montus Madiran la Tyre,France,"South West (1.685129, 43.910241)",Château Montus,Tannat,62.08,2001,Red Wine,4,3.875,94
184,Bonny Doon Vineyard Syrah Central Coast le Pousseur,France,"South West (1.685129, 43.910241)",Bonny Doon Vineyard,Tannat,17.99,2004,Red Wine,3,3.083333333,84.75
186,Château Palmer Margaux Alter Ego,France,"Bordeaux (-0.434217, 44.966195)",Chateau Palmer,Cabernet Sauvignon,285.28,2006,Red Wine,4,3.833333333,91.33333333
189,Château Palmer Margaux Bottle,France,"Bordeaux (-0.434217, 44.966195)",Chateau Palmer,Cabernet Sauvignon,286.29,1996,Red Wine,3.5,3.75,90.5
190,Château Palmer 3ème Cru Classé Margaux A.c,France,"Bordeaux (-0.434217, 44.966195)",Chateau Palmer,Merlot,189.97,1979,Red Wine,4,4.25,89
191,Château Palmer Margaux Ex Chateau,France,"Bordeaux (-0.434217, 44.966195)",Chateau Palmer,Cabernet Sauvignon,219.98,1988,Red Wine,3.5,4,91.5
192,Château Palmer 3ème Cru Classé Margaux A.c,France,"Bordeaux (-0.434217, 44.966195)",Chateau Palmer,Merlot,348.43,1982,Red Wine,3.5,4.5,89.5
193,Château Palmer Red Bordeaux Blend Margaux,France,"Bordeaux (-0.434217, 44.966195)",Chateau Palmer,Bordeaux Blend,363.99,1990,Red Wine,3.5,5,90
194,Chï¿½teau Palmer 3ï¿½me Cru Classï¿½ Margaux,France,"Bordeaux (-0.434217, 44.966195)",Chateau Palmer,Cabernet Sauvignon,219.99,2003,Red Wine,3.5,3.75,89.33333333
195,Château Ferrière Red Bordeaux Blend Margaux,France,"Bordeaux (-0.434217, 44.966195)",Château Ferriere,Bordeaux Blend,57.01,1995,Red Wine,3.5,2,87
196,Château Ferrière Red Bordeaux Blend Margaux,France,"Bordeaux (-0.434217, 44.966195)",Château Ferriere,Bordeaux Blend,175.19,1996,Red Wine,3.5,4,86.5
197,Château Monbrison Red Bordeaux Blend Margaux Bouquet de Monbrison,France,"Bordeaux (-0.434217, 44.966195)",Château Monbrison,Bordeaux Blend,44.09,2003,Red Wine,3.5,3.75,85.5
198,Chateau Palmer Margaux Third Growth,France,"Bordeaux (-0.434217, 44.966195)",Chateau Palmer,Cabernet Sauvignon,249.99,2004,Red Wine,4,2.625,93
200,Sylvain Pataille Marsannay,France,"Burgundy (4.828234, 46.839000)",Domaine Sylvain Pataille,Pinot Noir,17.49,2002,Red Wine,3,3,86
201,Louis Jadot Marsannay Blanc,France,"Burgundy (4.828234, 46.839000)",Maison Louis Jadot,Pinot Noir,44.99,2004,Red Wine,3.5,4.5,92.33333333
202,Sylvain Pataille Marsannay,France,"Burgundy (4.828234, 46.839000)",Domaine Sylvain Pataille,Pinot Noir,32.23,2005,Red Wine,3.5,2.75,87
203,Mas Amiel Grenache Blend Maury Millésimé,France,"Languedoc-Roussillon (3.234202, 43.537080)",Mas Amiel,Champagne,47.51,1980,Sparkling Wine,4,4,94
204,Henri Bourgeois 'Le Prieure des Aublats' Menetou-Salon Sauvignon Blanc White France Sauvignon Blanc Loire Valley,France,"Loire (0.389758, 47.407122)",Domaine Henri Bourgeois,Sauvignon Blanc,13.99,2008,White Wine,3,3.75,83
205,Château de Chamirey Pinot Noir Mercurey,France,"Burgundy (4.828234, 46.839000)",Château De Chamirey,Chardonnay,380.1,2005,White Wine,3.5,3.666666667,88
206,Mercurey la Framboisière Faiveley Vin Rouge Vin Tranquille France Bourgogne J. Faiveley Mercurey,France,"Burgundy (4.828234, 46.839000)",J. Faiveley,Chardonnay,125,2005,White Wine,4,3.166666667,92.33333333
207,Château de Paraza Red Blend Minervois,France,"Languedoc-Roussillon (3.234202, 43.537080)",Château de Paraza,Grenache,11.99,2007,Red Wine,3.5,4.25,90
208,Chateau Maris Syrah Minervois la Livinlere la Touge,France,"Languedoc-Roussillon (3.234202, 43.537080)",Château Maris,Syrah,14.99,2009,Red Wine,4,4.333333333,89
209,Château Donjon Minervois,France,"Rhône (4.905138, 45.152446)",Le Vieux Donjon,Pinot Noir,69.99,2003,Red Wine,4,4.166666667,94
210,Old School Rouge,France,"Languedoc-Roussillon (3.234202, 43.537080)",Château Maris,Grenache,12.99,2011,Red Wine,3.5,3.75,89
211,Château Coupe Roses Red Rhone Blend Minervois Cuvée Vignals,France,"Languedoc-Roussillon (3.234202, 43.537080)",Château Coupe-Roses,Rhône Blend,29.99,2003,Red Wine,4,4,89.5
212,Gerard Bertrand Syrah-Carignan Minervois,France,"Languedoc-Roussillon (3.234202, 43.537080)",Gérard Bertrand,Syrah,15.99,2008,Red Wine,3.5,3.5,91
213,Château Maris Syrah Minervois-la Livinière Old Vine,France,"Languedoc-Roussillon (3.234202, 43.537080)",Château Maris,Syrah,13.97,2004,Red Wine,4,4,90
214,Château d'Oupia Red Rhone Blend Minervois,France,"Languedoc-Roussillon (3.234202, 43.537080)",Château d'Oupia,Carignane,12.95,2006,Red Wine,3.5,3.4,87
215,Château d'Oupia Minervois les Barons,France,"Languedoc-Roussillon (3.234202, 43.537080)",Château d'Oupia,Grenache,13,2007,Red Wine,3.5,3.5,90
216,Chateau d'Oupia Minervois,France,"Languedoc-Roussillon (3.234202, 43.537080)",Château d'Oupia,Carignane,12.99,2008,Red Wine,3.5,2.3,84
217,Chateau Donjon Minervois Pinot Noir Other France,France,"Alsace (7.366076, 47.954467)",Le Vieux Donjon,Pinot Noir,79.19,2005,Red Wine,4,4.666666667,91.8
218,Hecht & Bannier Minervois,France,"Languedoc-Roussillon (3.234202, 43.537080)",Hecht & Bannier,Syrah,14.99,2006,Red Wine,3,3,90
219,Faiveley Montagny,France,"Burgundy (4.828234, 46.839000)",J. Faiveley,Chardonnay,20.99,2009,White Wine,3.5,3.25,89
220,Pierre Morey Monthélie,France,"Burgundy (4.828234, 46.839000)",Pierre Morey,Pinot Noir,165,2006,Red Wine,3.5,3.642857143,89.5
221,Georges Duboeuf Morgon,France,"Burgundy (4.828234, 46.839000)",Georges Duboeuf,Gamay,16.99,2009,Red Wine,3.5,3.35,92
222,Georges Duboeuf Morgon,France,"Burgundy (4.828234, 46.839000)",Georges Duboeuf,Gamay,15.99,2011,Red Wine,3.5,2.833333333,88
223,Jean Paul Thevenet Morgon,France,"Burgundy (4.828234, 46.839000)",Jean-Paul Thevenet,Gamay,24.25,2007,Red Wine,4,3.833333333,94
224,Henry Fessy Morgon,France,"Burgundy (4.828234, 46.839000)",Henry Fessy,Gamay,15.99,2009,Red Wine,3,3.25,91
225,George Duboeuf Morgon,France,"Burgundy (4.828234, 46.839000)",Georges Duboeuf,Gamay,15.99,2005,White Wine,4,3.666666667,91.33333333
227,Origine Selections Pacalet Christophe Moulin a Vent,France,"Burgundy (4.828234, 46.839000)",Christophe Pacalet,Gamay,22.99,2006,Rosé Wine,3,3.375,86
228,Pepiere Muscadet Cuvee Trois Sevre et Maine Sur Lie,France,"Loire (0.389758, 47.407122)",Domaine de la Pepiere,Muscat,19.99,2009,White Wine,3.5,4,85
229,Domaine de la Pepiere Sevre et Maine Muscadet Sur Lie Muscat,France,"Loire (0.389758, 47.407122)",Domaine de la Pepiere,Muscat,16,2008,White Wine,3,3,84
230,Sauvion and Fils Muscadet de Sèvre et Maine,France,"Loire (0.389758, 47.407122)",Sauvion et Fils,Muscadet,14.99,2010,White Wine,2.5,3.75,88
231,Château de Caladroy Muscat de Rivesaltes,France,"Languedoc-Roussillon (3.234202, 43.537080)",Château de Caladroy,Muscat,11.49,2005,Dessert/Fortified,3.5,5,87
232,Gros Frère Soeur & Clos Vougeot Musigni,France,"Burgundy (4.828234, 46.839000)",Domaine Gros Frere et Soeur,Pinot Noir,251.79,1999,Red Wine,3.5,4.25,93
244,Réserve de la Comtesse Red Bordeaux Blend Pauillac,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Bordeaux Blend,173.99,2003,Red Wine,4.5,3.75,94.33333333
246,Chateau Latour Pauillac Premier,France,"Bordeaux (-0.434217, 44.966195)",Château Latour,Bordeaux Blend,13.99,2007,Red Wine,3,3.25,92.33333333
247,Château Pichon Longueville Comtesse de Lalande,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Cabernet Sauvignon,249.95,1989,Red Wine,4.5,4.5,97
236,Château Pichon Longueville Comtesse de Lalande Red Bordeaux Blend Pauillac,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Bordeaux Blend,139.99,2004,Red Wine,4,3.416666667,92
237,Château Pichon Longueville Comtesse de Lalande Red Bordeaux Blend Pauillac,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Bordeaux Blend,155.75,2006,Red Wine,4,3.25,93.6
238,Château Pichon Longueville Comtesse de Lalande Red Bordeaux Blend Pauillac,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Cabernet Sauvignon,159.99,2005,Red Wine,4,4.833333333,94
239,Château Pichon Longueville Comtesse de Lalande Red Bordeaux Blend Pauillac,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Cabernet Sauvignon,281.75,1995,Red Wine,4,4.166666667,96
240,Château Pichon Longueville Comtesse de Lalande Red Bordeaux Blend Pauillac,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Bordeaux Blend,115.96,1994,Red Wine,4,2.666666667,91
241,Château Pichon Longueville Comtesse de Lalande Red Bordeaux Blend Pauillac,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Cabernet Sauvignon,266.07,1996,Red Wine,4,2.666666667,95
242,Château Pichon Longueville Comtesse de Lalande Red Bordeaux Blend Pauillac,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Bordeaux Blend,150,1997,Red Wine,3.5,4.166666667,88
243,Château Pichon Longueville Comtesse de Lalande Red Bordeaux Blend Pauillac,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Bordeaux Blend,127.84,1981,Red Wine,3.5,3.875,88
245,Château Pichon Longueville Comtesse de Lalande 2ème Cru Classé,France,"Bordeaux (-0.434217, 44.966195)",Château Pichon Longueville Comtesse de Lalande,Cabernet Sauvignon,249.98,1986,Red Wine,4.5,4.25,96.33333333
248,Domaine William Fèvre Chardonnay Petit Chablis,France,"Burgundy (4.828234, 46.839000)",Viña William Fèvre,Chardonnay,65,2008,White Wine,3.5,3.25,91.66666667
249,Château Lagrange Pomerol,France,"Bordeaux (-0.434217, 44.966195)",Château LaGrange,Merlot,123.84,1989,Red Wine,3.5,4.25,88.5
250,Chateau Lagrange Pomerol France,France,"Bordeaux (-0.434217, 44.966195)",Château LaGrange,Petit Verdot,77.99,2004,Red Wine,3.5,3.75,89.5
251,Domaine Parent Pommard la Croix Blanche,France,"Burgundy (4.828234, 46.839000)",Domaine Parent,Pinot Noir,20.58,2006,Red Wine,3.5,2.888888889,88
252,Bouchard Pere et Fils Pommard Rugiens Premier Cru France Cote de Beaune Red,France,"Burgundy (4.828234, 46.839000)",Bouchard Père et Fils,Pinot Noir,160,2006,White Wine,4,3.333333333,94.2
254,Barton & Guestier Chardonnay Vin de Pays d'Oc,France,"Burgundy (4.828234, 46.839000)",Barton&Guestier,Chardonnay,9.99,2009,White Wine,3,3.5,85
255,Laboure Roi Pouilly-Fuisse,France,"Burgundy (4.828234, 46.839000)",Labouré-Roi,Chardonnay,22.99,2006,White Wine,4,4.038461538,97.5
256,Barton & Guestier Chardonnay Pouilly-Fuissé,France,"Burgundy (4.828234, 46.839000)",Barton&Guestier,Chardonnay,29.99,2007,White Wine,4,3.2,85.5
257,Barton & Guestier Chardonnay Pouilly-Fuissé,France,"Burgundy (4.828234, 46.839000)",Barton&Guestier,Chardonnay,23.5,2005,White Wine,3.5,3.928571429,86.5
258,Verget Pouilly Fuissé Vieilles Vignes les Combes,France,"Burgundy (4.828234, 46.839000)",Sociedade Agrícola Do Vale Da Vilariç,Chardonnay,24.05,2008,Red Wine,3.5,3.75,91
259,Vincent Pouilly-Fuisse Marie-Antoinette,France,"Burgundy (4.828234, 46.839000)",Chateau Fuisse,Chardonnay,19.49,2006,White Wine,4,0.75,88.25
260,Louis Latour Pouilly-Fuisse,France,"Burgundy (4.828234, 46.839000)",Louis Latour,Chardonnay,28.36,2007,White Wine,3,3.166666667,87
261,Louis Jadot Puligny-Montrachet Clos de la Garenne Duc de Magenta,France,"Burgundy (4.828234, 46.839000)",Maison Louis Jadot,Chardonnay,79.99,2005,White Wine,4,4.5,91
262,Domaine Philippe Portier Quincy Cuvee des Victoires,France,"Loire (0.389758, 47.407122)",Domaine des Victoires,Sauvignon Blanc,17,2010,White Wine,3,3.166666667,87
263,Bouchard Aîné et Fils Chardonnay Rully,France,"Burgundy (4.828234, 46.839000)",Bouchard Ainé et Fils,Chardonnay,28.63,2007,White Wine,3,2.125,89
264,St.-Amour Cuvée St.-Valentin Duboeuf,France,"Burgundy (4.828234, 46.839000)",Georges Duboeuf,Gamay,14.99,2007,Red Wine,2.5,2.658536585,80
265,Duboeuf Saint-Amour ST.VALENTIN,France,"Burgundy (4.828234, 46.839000)",Georges Duboeuf,Gamay,12.84,2005,Red Wine,3.5,3.428571429,90.6
266,Olivier Leflaive Chardonnay Saint-Aubin Premier Cru,France,"Burgundy (4.828234, 46.839000)",Olivier Leflaive,Chardonnay,230,2005,White Wine,4,4.75,90
267,Chateau Guiraud. Saint Chinian Droog Château Guiraud Rood,France,"Bordeaux (-0.434217, 44.966195)",Château Guiraud,Sauvignon Blanc,50.99,2008,Dessert/Fortified,3,3.166666667,93
268,Château Haut-Marbuzet Red Bordeaux Blend St. Estèphe,France,"Bordeaux (-0.434217, 44.966195)",Château Haut-marbuzet,Bordeaux Blend,103.39,1990,Red Wine,4,4.25,94
269,Château Haut-Marbuzet Red Bordeaux Blend St. Estèphe,France,"Bordeaux (-0.434217, 44.966195)",Château Haut-marbuzet,Bordeaux Blend,62.82,2004,Red Wine,3.5,2.5,88.5
270,Château de Pez Red Bordeaux Blend St. Estèphe,France,"Bordeaux (-0.434217, 44.966195)",Château De Pez,Cabernet Sauvignon,24.5,2005,Red Wine,3.5,3.333333333,87
271,Château de Pez Red Bordeaux Blend St. Estèphe,France,"Bordeaux (-0.434217, 44.966195)",Château De Pez,Bordeaux Blend,77.76,2002,Red Wine,3,2,84.5
272,Les Pelerins de Lafon-Rochet Red Bordeaux Blend St. Estèphe,France,"Bordeaux (-0.434217, 44.966195)",Château Lafon-Rochet,Bordeaux Blend,107.7,1996,Red Wine,3.5,3.625,90.5
273,Château Lafon-Rochet Red Bordeaux Blend St. Estèphe,France,"Bordeaux (-0.434217, 44.966195)",Château Lafon-Rochet,Bordeaux Blend,74.99,2000,Red Wine,4,3.25,90.33333333
274,Château Haut-Beauséjour Red Bordeaux Blend St. Estèphe,France,"Bordeaux (-0.434217, 44.966195)",Château Haut-Beauséjour,Bordeaux Blend,48.88,2005,Red Wine,3.5,3.5,85
275,Ormes de Pez,France,"Bordeaux (-0.434217, 44.966195)",Château Les Ormes De Pez,Bordeaux Blend,59.99,2005,Red Wine,3,3,86.5
276,Château les Ormes de Pez Red Bordeaux Blend St. Estèphe,France,"Bordeaux (-0.434217, 44.966195)",Château Les Ormes De Pez,Bordeaux Blend,59.99,2003,Red Wine,3.5,3.352941176,88.75
277,Château les Ormes de Pez Red Bordeaux Blend St. Estèphe,France,"Bordeaux (-0.434217, 44.966195)",Château Les Ormes De Pez,Bordeaux Blend,45.76,2001,Red Wine,3.5,3.833333333,87.66666667
278,Château Phélan Ségur Red Bordeaux Blend St. Estèphe Rosé,France,"Bordeaux (-0.434217, 44.966195)",Château Phélan-ségur,Bordeaux Blend,55.99,2009,Red Wine,4,4,91.5
279,Château Phélan Ségur Red Bordeaux Blend St. Estèphe Rosé,France,"Bordeaux (-0.434217, 44.966195)",Château Phélan-ségur,Bordeaux Blend,31.04,2004,Rosé Wine,3,2.666666667,88.5
280,Saint-Joseph 'Offerus' Jean-Louis Chave Rhone Medium Bodied Syrah/Shiraz,France,"Rhône (4.905138, 45.152446)",Domaine Jean-Louis Chave,Syrah,49.99,2004,Red Wine,4,3.125,89
281,Cave de Tain Saint Joseph,France,"Rhône (4.905138, 45.152446)",Cave de Tain,Syrah,24.49,2006,Red Wine,4,4.25,88
282,Gloria St Julien Red Blend,France,"Bordeaux (-0.434217, 44.966195)",Château Gloria,Bordeaux Blend,59.99,2009,Red Wine,3.5,3.75,92.25
283,Connetable de Talbot Saint Julien,France,"Bordeaux (-0.434217, 44.966195)",Château Talbot,Cabernet Sauvignon,109.97,2000,Red Wine,4,3.833333333,91.5
285,Château Saint-Pierre Red Bordeaux Blend St. Julien,France,"Bordeaux (-0.434217, 44.966195)",Château Saint-Pierre,Bordeaux Blend,64.36,2006,Red Wine,3.5,3.75,91.33333333
286,Château Lagrange les Tours l'Idée Claire,France,"Bordeaux (-0.434217, 44.966195)",Château LaGrange,Bordeaux Blend,50.68,2008,Red Wine,3,3.5,86
287,Chateau Gloria,France,"Bordeaux (-0.434217, 44.966195)",Château Gloria,Bordeaux Blend,44.99,2006,Red Wine,4,3.2,89.5
288,Les Fiefs de Lagrange St Julien France Bordeaux Haut Medoc Saint Julien Red,France,"Bordeaux (-0.434217, 44.966195)",Château LaGrange,Bordeaux Blend,59.99,2006,Red Wine,4,3.1,90.66666667
289,Château Lagrange les Arums de Lagrange,France,"Bordeaux (-0.434217, 44.966195)",Château LaGrange,Bordeaux Blend,83.22,2002,White Wine,4,4,91.5
290,Chateau Lagrange Saint Julien.troisieme Cru Classe France Bordeaux Vin Rouge Cabernet Sauvignon Merlot Petit Verdot Haut Médoc,France,"Bordeaux (-0.434217, 44.966195)",Château LaGrange,Cabernet Sauvignon,73.95,2003,Red Wine,4,3.896551724,91.5
291,Lagrange,France,"Bordeaux (-0.434217, 44.966195)",Château LaGrange,Bordeaux Blend,53.62,2001,Red Wine,3.5,3.666666667,90
292,La Croix de Beaucaillou Red Bordeaux Blend St. Julien,France,"Bordeaux (-0.434217, 44.966195)",La Croix de Beaucaillou,Bordeaux Blend,63.9,2005,Red Wine,4,4.333333333,89
293,Duluc de Branaire-Ducru Red Bordeaux Blend St. Julien,France,"Bordeaux (-0.434217, 44.966195)",Château Branaire-ducru,Bordeaux Blend,59.99,2006,Red Wine,4,3.375,90.75
294,Ch Branaire Ducru St Julien,France,"Bordeaux (-0.434217, 44.966195)",Château Branaire-ducru,Bordeaux Blend,59.59,2008,Red Wine,4,3.75,90
295,Clos du Marquis Red Bordeaux Blend St. Julien,France,"Bordeaux (-0.434217, 44.966195)",Clos du Marquis,Bordeaux Blend,60.99,2004,Red Wine,3.5,4.1,91
296,Clos du Marquis Red Bordeaux Blend St. Julien,France,"Bordeaux (-0.434217, 44.966195)",Clos du Marquis,Bordeaux Blend,109,2000,Red Wine,4,4,92.5
297,Xavier Flouret French Blonde,France,"Loire (0.389758, 47.407122)",Xavier Flouret,Sauvignon Blanc,16,2010,White Wine,3.5,3.642857143,89
298,Xavier Flouret French Blonde,France,"Loire (0.389758, 47.407122)",Xavier Flouret,Sauvignon Blanc,24.99,2009,White Wine,3.5,3.875,90
299,Pascal Jolivet Sancerre Blanc,France,"Loire (0.389758, 47.407122)",Pascal Jolivet,Sauvignon Blanc,26.62,2010,White Wine,4,4,89
300,Pascal Jolivet Sancerre,France,"Loire (0.389758, 47.407122)",Pascal Jolivet,Sauvignon Blanc,22.19,2008,White Wine,3,3.333333333,91
301,Pascal Jolivet Sancerre,France,"Loire (0.389758, 47.407122)",Pascal Jolivet,Sauvignon Blanc,23.99,2009,White Wine,3,3.25,89
302,Lucien Crochet Sancerre Pinot Rosé,France,"Loire (0.389758, 47.407122)",Christian Lauverjat,Pinot Noir,19.62,2011,Rosé Wine,3.5,3.375,91
303,Vacheron Sancerre Blanc,France,"Loire (0.389758, 47.407122)",Domaine Vacheron,Sauvignon Blanc,32.25,2008,White Wine,3,3.25,91
304,Lucien Crochet Sauvignon Blanc Sancerre la Croix du Roy,France,"Loire (0.389758, 47.407122)",Lucien Crochet,Sauvignon Blanc,26.99,2010,White Wine,3,3,90
305,Christian Lauverjat Moulin des Vrillères Sancerre Rosé,France,"Loire (0.389758, 47.407122)",Domaine de la Perrière,Sauvignon Blanc,25.93,2010,White Wine,3.5,3.375,91
306,Sancerre Blanc Le Vallon Weiß Trocken Aoc,France,"Loire (0.389758, 47.407122)",Lucien Crochet,Sauvignon Blanc,23.29,2009,White Wine,3.5,1.75,91
307,Cave de Gortona Sancerre Rosé Pinot Noir En Sauvignon Rosé Wijnen Frankrijk Loire,France,"Loire (0.389758, 47.407122)",Alphonse Mellot,Pinot Noir,24.99,2006,Red Wine,3.5,4.125,91.5
308,Henri Bourgeois Sancerre Rosé les Baronnes,France,"Loire (0.389758, 47.407122)",Domaine Henri Bourgeois,Burger Grape,43.55,2002,Rosé Wine,3,4.25,88
310,Château Guiraud Sémillon-Sauvignon Blanc Blend Sauternes,France,"Bordeaux (-0.434217, 44.966195)",Château Guiraud,Sémillon,61.99,2007,Dessert/Fortified,3,2.75,93.25
311,Château Guiraud Sémillon-Sauvignon Blanc Blend Sauternes,France,"Bordeaux (-0.434217, 44.966195)",Château Guiraud,Sémillon,74.82,1989,Dessert/Fortified,3.5,4.5,89
312,Jadot Savigny les Beaune Clos des Guette,France,"Burgundy (4.828234, 46.839000)",Maison Louis Jadot,Chardonnay,96.17,2007,Red Wine,4,3.4,90
313,Savigny-Lès-Beaune Aoc,France,"Languedoc-Roussillon (3.234202, 43.537080)",Vignole,Pinot Noir,34.99,2007,Red Wine,3.5,2.35,90.5
314,Domaine de la Mordorée Red Rhone Blend Châteauneuf-du-Pape,France,"Rhône (4.905138, 45.152446)",Domaine de la Mordorée,Grenache,99.99,2005,White Wine,4,4.25,93
317,Guigal Cotes du Rhone Blanc Viognier Marsanne,France,"Rhône (4.905138, 45.152446)",E. Guigal,Viognier,15.99,2008,White Wine,3.5,4,89
318,Paul Jaboulet Aîné Tavel l'Espiègle,France,"Rhône (4.905138, 45.152446)",Paul Jaboulet Aèné,Muscat,39.46,2002,Red Wine,3.5,4.75,92
319,J. C. Pichot Vouvray,France,"Loire (0.389758, 47.407122)",Domaine Pichot,Chenin Blanc,14.99,2008,White Wine,3.5,4,90
320,Barton & Guestier Vouvray,France,"Loire (0.389758, 47.407122)",Barton&Guestier,Chenin Blanc,11.99,2008,White Wine,3.5,3.5,83
321,François Pinon Vouvray Brut Non Dosé,France,"Loire (0.389758, 47.407122)",Château Petit Védrines,Chenin Blanc,16,2006,Sparkling Wine,3.5,3.8,90
322,Perrin & Fils Vacqueyras,France,"Rhône (4.905138, 45.152446)",Famille Perrin,Bordeaux Blend,46.09,2005,Red Wine,4,2.7,90.8
323,Perrin Vacqueyras les Christins,France,"Rhône (4.905138, 45.152446)",Famille Perrin,Rhône Blend,23.99,2007,Red Wine,3.5,2.857142857,90.5
325,Perrin les Christins Vacqueras,France,"Rhône (4.905138, 45.152446)",Famille Perrin,Rhône Blend,48,2006,Red Wine,3.5,3.875,91.5
326,Domaine la Garrigue Vacqueyras,France,"Rhône (4.905138, 45.152446)",Domaine La Garrigue,Rhône Blend,40.51,2004,Red Wine,3.5,3.5,91
327,Perrin & Fils Vacqueyras,France,"Rhône (4.905138, 45.152446)",Famille Perrin,Rhône Blend,9.99,2003,Red Wine,3.5,3.75,92.5
328,Perrin Fils & Côtes du Rhône-Villages Vinsobres les Hauts de Julien,France,"Rhône (4.905138, 45.152446)",Famille Perrin,Grenache,88.42,2007,Red Wine,3,3.2,90
330,Michel Lafarge Volnay,France,"Burgundy (4.828234, 46.839000)",Michel Lafarge,Pinot Noir,70,2004,Red Wine,3.5,0.25,89.5
331,Domaine Marquis d'Angerville Volnay Clos des Ducs Premiere Cru,France,"Burgundy (4.828234, 46.839000)",Domaine Marquis d'Angerville,Pinot Noir,251.39,2002,Red Wine,4,3,94
332,Volnay,France,"Burgundy (4.828234, 46.839000)",Volnay,Pinot Noir,210.96,2007,Red Wine,3.5,2,90
333,Jadot Louis Clos de Vougeot,France,"Burgundy (4.828234, 46.839000)",Maison Louis Jadot,Pinot Noir,206.65,1999,Red Wine,3.5,3.75,86
334,Domaine du Viking Vouvray Tendre,France,"Loire (0.389758, 47.407122)",Domaine du Viking,Chenin Blanc,19.99,1990,White Wine,4.5,4.833333333,93
335,Pinon Vouvray Tradition,France,"Loire (0.389758, 47.407122)",François Pinon,Chenin Blanc,21.99,2007,White Wine,3.5,3.375,90
336,Foreau Vouvray Sec,France,"Loire (0.389758, 47.407122)",Foreau,Chenin Blanc,42.99,2005,White Wine,4,4,93
337,Château Redortier Côtes du Rhône Villages Beaumes-de-Venise,France,"Rhône (4.905138, 45.152446)",Château Redortier,Rhône Blend,15.99,2000,Red Wine,3.5,3.75,86
343,Château Coutet Sémillon-Sauvignon Blanc Blend Barsac,France,"Bordeaux (-0.434217, 44.966195)",Château Coutet,Sauvignon Blanc,57.99,2006,White Wine,3.5,4,89
344,Chateau Coutet Barsac Chateau Coutet Barsac Semillon,France,"Bordeaux (-0.434217, 44.966195)",Coutet Barsac,Sémillon,63.22,2005,White Wine,4,4,92
345,Chateau Coutet Barsac,France,"Bordeaux (-0.434217, 44.966195)",Château Coutet,Sémillon,53.63,2003,Dessert/Fortified,4,5,97
346,Château Piada Sémillon-Sauvignon Blanc Blend Barsac,France,"Bordeaux (-0.434217, 44.966195)",Château Piada,Sémillon,86.99,2003,Dessert/Fortified,3.5,3.25,89
347,Korbel Brut,France,"Champagne (3.850451, 49.233237)",Korbel Champagne Cellars,Champagne,12.49,2011,Sparkling Wine,3,2.333333333,87.5
348,Chateau Cantenac Brown,France,"Bordeaux (-0.434217, 44.966195)",Château Cantenac-Brown,Cabernet Sauvignon,49.97,2011,Red Wine,4,4.25,91.5
349,Château d'Armailhac Red Bordeaux Blend Pauillac,France,"Bordeaux (-0.434217, 44.966195)",Château d'Armailhac,Bordeaux Blend,49.97,2011,Red Wine,4,1.5,93
